Timestamp,Process,PID,Destination IP,Port,Suspicion Score,Risk Level,Severity,Reasons,Intent Score,Protocol
2026-04-22 09:28:15,python.exe,25448,20.207.73.82,443,32.0,MEDIUM,MEDIUM,Frequent connections: 18 in 60 seconds; Connection burst: 16 connections in 10 seconds,1.0,TCP
2026-04-22 09:28:15,System Idle Process,0,18.235.15.99,80,87.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 31 in 60 seconds; High connection frequency baseline: 31; Beaconing pattern: 14 hits to 18.235.15.99:80; Connection burst: 22 connections in 10 seconds; Multi-destination activity: 13 unique endpoints,1.0,TCP
2026-04-22 09:28:15,python.exe,22016,18.235.15.99,80,47.0,MEDIUM,MEDIUM,Frequent connections: 19 in 60 seconds; Beaconing pattern: 16 hits to 18.235.15.99:80; Connection burst: 17 connections in 10 seconds,1.0,TCP
2026-04-22 09:28:14,python.exe,19916,18.235.15.99,80,47.0,MEDIUM,MEDIUM,Frequent connections: 17 in 60 seconds; Beaconing pattern: 15 hits to 18.235.15.99:80; Connection burst: 17 connections in 10 seconds,1.0,TCP
2026-04-22 09:28:14,System Idle Process,0,18.235.15.99,80,87.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 28 in 60 seconds; High connection frequency baseline: 28; Beaconing pattern: 12 hits to 18.235.15.99:80; Connection burst: 19 connections in 10 seconds; Multi-destination activity: 12 unique endpoints,1.0,TCP
2026-04-22 09:28:14,System Idle Process,0,18.235.15.99,80,87.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 29 in 60 seconds; High connection frequency baseline: 29; Beaconing pattern: 13 hits to 18.235.15.99:80; Connection burst: 20 connections in 10 seconds; Multi-destination activity: 12 unique endpoints,1.0,TCP
2026-04-22 09:28:13,python.exe,22016,18.235.15.99,80,47.0,MEDIUM,MEDIUM,Frequent connections: 15 in 60 seconds; Beaconing pattern: 13 hits to 18.235.15.99:80; Connection burst: 15 connections in 10 seconds,1.0,TCP
2026-04-22 09:28:13,System Idle Process,0,20.190.174.43,443,72.0,HIGH,HIGH,Unknown process not in whitelist; Frequent connections: 26 in 60 seconds; High connection frequency baseline: 26; Connection burst: 17 connections in 10 seconds; Multi-destination activity: 12 unique endpoints,1.0,TCP
2026-04-22 09:28:13,System Idle Process,0,18.235.15.99,80,87.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 27 in 60 seconds; High connection frequency baseline: 27; Beaconing pattern: 11 hits to 18.235.15.99:80; Connection burst: 18 connections in 10 seconds; Multi-destination activity: 12 unique endpoints,1.0,TCP
2026-04-22 09:28:13,nvcontainer.exe,5144,72.25.64.2,443,20.0,SAFE,SAFE,Unknown process not in whitelist,1.0,TCP
2026-04-22 09:28:13,python.exe,19916,18.235.15.99,80,47.0,MEDIUM,MEDIUM,Frequent connections: 16 in 60 seconds; Beaconing pattern: 14 hits to 18.235.15.99:80; Connection burst: 16 connections in 10 seconds,1.0,TCP
2026-04-22 09:28:12,System Idle Process,0,18.235.15.99,80,87.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 24 in 60 seconds; High connection frequency baseline: 24; Beaconing pattern: 9 hits to 18.235.15.99:80; Connection burst: 15 connections in 10 seconds; Multi-destination activity: 11 unique endpoints,1.0,TCP
2026-04-22 09:28:12,python.exe,23708,93.184.216.34,8080,42.0,MEDIUM,MEDIUM,Frequent connections: 12 in 60 seconds; Unusual port: 8080; Connection burst: 12 connections in 10 seconds,1.0,TCP
2026-04-22 09:28:12,python.exe,19916,18.235.15.99,80,47.0,MEDIUM,MEDIUM,Frequent connections: 13 in 60 seconds; Beaconing pattern: 11 hits to 18.235.15.99:80; Connection burst: 13 connections in 10 seconds,1.0,TCP
2026-04-22 09:28:12,System Idle Process,0,18.235.15.99,80,87.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 25 in 60 seconds; High connection frequency baseline: 25; Beaconing pattern: 10 hits to 18.235.15.99:80; Connection burst: 16 connections in 10 seconds; Multi-destination activity: 11 unique endpoints,1.0,TCP
2026-04-22 09:28:12,python.exe,19916,18.235.15.99,80,47.0,MEDIUM,MEDIUM,Frequent connections: 14 in 60 seconds; Beaconing pattern: 12 hits to 18.235.15.99:80; Connection burst: 14 connections in 10 seconds,1.0,TCP
2026-04-22 09:28:11,System Idle Process,0,20.189.173.28,443,72.0,HIGH,HIGH,Unknown process not in whitelist; Frequent connections: 21 in 60 seconds; High connection frequency baseline: 21; Connection burst: 12 connections in 10 seconds; Multi-destination activity: 11 unique endpoints,1.0,TCP
2026-04-22 09:28:11,python.exe,19916,18.235.15.99,80,47.0,MEDIUM,MEDIUM,Frequent connections: 11 in 60 seconds; Beaconing pattern: 10 hits to 18.235.15.99:80; Connection burst: 11 connections in 10 seconds,1.0,TCP
2026-04-22 09:28:11,System Idle Process,0,18.235.15.99,80,80.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 22 in 60 seconds; High connection frequency baseline: 22; Repeated destination: 7 hits to 18.235.15.99:80; Connection burst: 13 connections in 10 seconds; Multi-destination activity: 11 unique endpoints,1.0,TCP
2026-04-22 09:28:11,System Idle Process,0,18.235.15.99,80,80.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 23 in 60 seconds; High connection frequency baseline: 23; Repeated destination: 8 hits to 18.235.15.99:80; Connection burst: 14 connections in 10 seconds; Multi-destination activity: 11 unique endpoints,1.0,TCP
2026-04-22 09:28:10,python.exe,19916,18.235.15.99,80,30.0,MEDIUM,MEDIUM,Multiple connections: 8 in 60 seconds; Repeated destination: 7 hits to 18.235.15.99:80; Connection burst: 8 connections in 10 seconds,1.0,TCP
2026-04-22 09:28:10,System Idle Process,0,18.235.15.99,80,75.0,HIGH,HIGH,Unknown process not in whitelist; Frequent connections: 19 in 60 seconds; Repeated destination: 5 hits to 18.235.15.99:80; Connection burst: 10 connections in 10 seconds; Multi-destination activity: 10 unique endpoints,1.0,TCP
2026-04-22 09:28:10,System Idle Process,0,18.235.15.99,80,75.0,HIGH,HIGH,Unknown process not in whitelist; Frequent connections: 20 in 60 seconds; Repeated destination: 6 hits to 18.235.15.99:80; Connection burst: 11 connections in 10 seconds; Multi-destination activity: 10 unique endpoints,1.0,TCP
2026-04-22 09:28:10,python.exe,19916,18.235.15.99,80,30.0,MEDIUM,MEDIUM,Multiple connections: 9 in 60 seconds; Repeated destination: 8 hits to 18.235.15.99:80; Connection burst: 9 connections in 10 seconds,1.0,TCP
2026-04-22 09:28:10,python.exe,22016,18.235.15.99,80,37.0,MEDIUM,MEDIUM,Multiple connections: 10 in 60 seconds; Beaconing pattern: 9 hits to 18.235.15.99:80; Connection burst: 10 connections in 10 seconds,1.0,TCP
2026-04-22 09:28:09,System Idle Process,0,18.235.15.99,80,67.0,HIGH,HIGH,Unknown process not in whitelist; Frequent connections: 17 in 60 seconds; Connection burst: 17 connections in 10 seconds; Multi-destination activity: 10 unique endpoints,1.0,TCP
2026-04-22 09:28:09,python.exe,19916,18.235.15.99,80,30.0,MEDIUM,MEDIUM,Multiple connections: 6 in 60 seconds; Repeated destination: 5 hits to 18.235.15.99:80; Connection burst: 6 connections in 10 seconds,1.0,TCP
2026-04-22 09:28:09,msedge.exe,28320,100.30.67.110,443,42.0,MEDIUM,MEDIUM,Frequent connections: 29 in 60 seconds; High connection frequency baseline: 29; Connection burst: 29 connections in 10 seconds; Multi-destination activity: 24 unique endpoints,1.0,TCP
2026-04-22 09:28:09,msedge.exe,28320,100.30.67.110,443,42.0,MEDIUM,MEDIUM,Frequent connections: 30 in 60 seconds; High connection frequency baseline: 30; Connection burst: 30 connections in 10 seconds; Multi-destination activity: 24 unique endpoints,1.0,TCP
2026-04-22 09:28:09,python.exe,25448,18.235.15.99,80,30.0,MEDIUM,MEDIUM,Multiple connections: 7 in 60 seconds; Repeated destination: 6 hits to 18.235.15.99:80; Connection burst: 7 connections in 10 seconds,1.0,TCP
2026-04-22 09:28:09,msedge.exe,28320,52.21.70.220,443,42.0,MEDIUM,MEDIUM,Frequent connections: 31 in 60 seconds; High connection frequency baseline: 31; Connection burst: 31 connections in 10 seconds; Multi-destination activity: 25 unique endpoints,1.0,TCP
2026-04-22 09:28:09,System Idle Process,0,18.235.15.99,80,67.0,HIGH,HIGH,Unknown process not in whitelist; Frequent connections: 18 in 60 seconds; Connection burst: 18 connections in 10 seconds; Multi-destination activity: 10 unique endpoints,1.0,TCP
2026-04-22 09:28:09,msedge.exe,28320,100.30.67.110,443,42.0,MEDIUM,MEDIUM,Frequent connections: 32 in 60 seconds; High connection frequency baseline: 32; Connection burst: 32 connections in 10 seconds; Multi-destination activity: 25 unique endpoints,1.0,TCP
2026-04-22 09:28:09,msedge.exe,28320,100.30.67.110,443,42.0,MEDIUM,MEDIUM,Frequent connections: 33 in 60 seconds; High connection frequency baseline: 33; Connection burst: 33 connections in 10 seconds; Multi-destination activity: 25 unique endpoints,1.0,TCP
2026-04-22 09:28:09,msedge.exe,28320,35.237.69.59,443,42.0,MEDIUM,MEDIUM,Frequent connections: 34 in 60 seconds; High connection frequency baseline: 34; Connection burst: 34 connections in 10 seconds; Multi-destination activity: 26 unique endpoints,1.0,TCP
2026-04-22 09:28:09,msedge.exe,28320,35.237.69.59,443,42.0,MEDIUM,MEDIUM,Frequent connections: 35 in 60 seconds; High connection frequency baseline: 35; Connection burst: 35 connections in 10 seconds; Multi-destination activity: 26 unique endpoints,1.0,TCP
2026-04-22 09:28:09,msedge.exe,28320,35.237.69.59,443,42.0,MEDIUM,MEDIUM,Frequent connections: 36 in 60 seconds; High connection frequency baseline: 36; Connection burst: 36 connections in 10 seconds; Multi-destination activity: 26 unique endpoints,1.0,TCP
2026-04-22 09:28:08,python.exe,22016,18.235.15.99,80,9.0,SAFE,SAFE,Elevated connection rate: 4 in 60 seconds; Rapid connection rate: 4 in 10 seconds,1.0,TCP
2026-04-22 09:28:08,System Idle Process,0,18.161.216.23,443,67.0,HIGH,HIGH,Unknown process not in whitelist; Frequent connections: 13 in 60 seconds; Connection burst: 13 connections in 10 seconds; Multi-destination activity: 9 unique endpoints,1.0,TCP
2026-04-22 09:28:08,python.exe,19916,18.235.15.99,80,9.0,SAFE,SAFE,Elevated connection rate: 5 in 60 seconds; Rapid connection rate: 5 in 10 seconds,1.0,TCP
2026-04-22 09:28:08,System Idle Process,0,18.235.15.99,80,67.0,HIGH,HIGH,Unknown process not in whitelist; Frequent connections: 14 in 60 seconds; Connection burst: 14 connections in 10 seconds; Multi-destination activity: 9 unique endpoints,1.0,TCP
2026-04-22 09:28:08,msedge.exe,28320,23.206.173.73,443,42.0,MEDIUM,MEDIUM,Frequent connections: 28 in 60 seconds; High connection frequency baseline: 28; Connection burst: 28 connections in 10 seconds; Multi-destination activity: 23 unique endpoints,1.0,TCP
2026-04-22 09:28:08,System Idle Process,0,142.251.220.110,443,67.0,HIGH,HIGH,Unknown process not in whitelist; Frequent connections: 15 in 60 seconds; Connection burst: 15 connections in 10 seconds; Multi-destination activity: 9 unique endpoints,1.0,TCP
2026-04-22 09:28:08,System Idle Process,0,34.8.7.18,443,67.0,HIGH,HIGH,Unknown process not in whitelist; Frequent connections: 16 in 60 seconds; Connection burst: 16 connections in 10 seconds; Multi-destination activity: 10 unique endpoints,1.0,TCP
2026-04-22 09:28:07,python.exe,19916,18.235.15.99,80,0.0,SAFE,SAFE,,1.0,TCP
2026-04-22 09:28:06,System Idle Process,0,40.104.68.34,443,57.0,HIGH,HIGH,Unknown process not in whitelist; Multiple connections: 10 in 60 seconds; Connection burst: 10 connections in 10 seconds; Multi-destination activity: 7 unique endpoints,1.0,TCP
2026-04-22 09:28:06,System Idle Process,0,18.235.15.99,80,67.0,HIGH,HIGH,Unknown process not in whitelist; Frequent connections: 11 in 60 seconds; Connection burst: 11 connections in 10 seconds; Multi-destination activity: 8 unique endpoints,1.0,TCP
2026-04-22 09:28:06,System Idle Process,0,40.104.68.34,443,67.0,HIGH,HIGH,Unknown process not in whitelist; Frequent connections: 12 in 60 seconds; Connection burst: 12 connections in 10 seconds; Multi-destination activity: 8 unique endpoints,1.0,TCP
2026-04-22 09:28:05,python.exe,22016,18.235.15.99,80,0.0,SAFE,SAFE,,1.0,TCP
2026-04-22 09:28:05,python.exe,23708,93.184.216.34,8080,5.0,SAFE,SAFE,Unusual port: 8080,1.0,TCP
2026-04-22 09:28:01,msedge.exe,28320,20.42.65.85,443,0.0,SAFE,SAFE,,1.0,TCP
2026-04-22 09:28:01,RiotClientServices.exe,11848,104.18.41.183,443,20.0,SAFE,SAFE,Unknown process not in whitelist,1.0,TCP
2026-04-22 09:28:01,OneDrive.exe,13032,20.189.173.28,443,20.0,SAFE,SAFE,Unknown process not in whitelist,1.0,TCP
2026-04-22 09:28:01,Creative Cloud UI Helper.exe,10128,4.188.92.87,443,20.0,SAFE,SAFE,Unknown process not in whitelist,1.0,TCP
2026-04-22 09:28:01,System Idle Process,0,23.11.39.161,80,20.0,SAFE,SAFE,Unknown process not in whitelist,1.0,TCP
2026-04-22 09:28:01,msedge.exe,28320,23.206.173.115,443,0.0,SAFE,SAFE,,1.0,TCP
2026-04-22 09:28:01,System Idle Process,0,142.250.76.195,80,20.0,SAFE,SAFE,Unknown process not in whitelist,1.0,TCP
2026-04-22 09:28:01,RiotClientServices.exe,11848,104.18.41.183,443,20.0,SAFE,SAFE,Unknown process not in whitelist,1.0,TCP
2026-04-22 09:28:01,svchost.exe,5472,4.213.25.241,443,0.0,SAFE,SAFE,,1.0,TCP
2026-04-22 09:28:01,msedge.exe,28320,104.18.36.252,443,0.0,SAFE,SAFE,,1.0,TCP
2026-04-22 09:28:01,msedge.exe,28320,40.104.77.82,443,9.0,SAFE,SAFE,Elevated connection rate: 4 in 60 seconds; Rapid connection rate: 4 in 10 seconds; Multiple destinations: 4 unique endpoints,1.0,TCP
2026-04-22 09:28:01,System Idle Process,0,142.251.220.110,443,20.0,SAFE,SAFE,Unknown process not in whitelist,1.0,TCP
2026-04-22 09:28:01,msedge.exe,28320,40.99.31.162,443,9.0,SAFE,SAFE,Elevated connection rate: 5 in 60 seconds; Rapid connection rate: 5 in 10 seconds; Multiple destinations: 5 unique endpoints,1.0,TCP
2026-04-22 09:28:01,msedge.exe,28320,150.171.27.11,443,22.0,SAFE,SAFE,Multiple connections: 6 in 60 seconds; Connection burst: 6 connections in 10 seconds; Multiple destinations: 6 unique endpoints,1.0,TCP
2026-04-22 09:28:01,msedgewebview2.exe,27280,23.206.173.82,443,20.0,SAFE,SAFE,Unknown process not in whitelist,1.0,TCP
2026-04-22 09:28:01,NVIDIA Overlay.exe,25876,72.25.64.32,443,20.0,SAFE,SAFE,Unknown process not in whitelist,1.0,TCP
2026-04-22 09:28:01,NVIDIA Overlay.exe,25876,72.25.64.32,443,20.0,SAFE,SAFE,Unknown process not in whitelist,1.0,TCP
2026-04-22 09:28:01,msedge.exe,28320,140.82.114.25,443,27.0,MEDIUM,MEDIUM,Multiple connections: 7 in 60 seconds; Connection burst: 7 connections in 10 seconds; Multi-destination activity: 7 unique endpoints,1.0,TCP
2026-04-22 09:28:01,msedge.exe,28320,150.171.27.11,443,27.0,MEDIUM,MEDIUM,Multiple connections: 8 in 60 seconds; Connection burst: 8 connections in 10 seconds; Multi-destination activity: 7 unique endpoints,1.0,TCP
2026-04-22 09:28:01,StartMenuExperienceHost.exe,21416,52.110.16.165,443,20.0,SAFE,SAFE,Unknown process not in whitelist,1.0,TCP
2026-04-22 09:28:01,Creative Cloud UI Helper.exe,10128,54.205.137.114,443,20.0,SAFE,SAFE,Unknown process not in whitelist,1.0,TCP
2026-04-22 09:28:01,Creative Cloud UI Helper.exe,10128,104.18.86.42,443,20.0,SAFE,SAFE,Unknown process not in whitelist,1.0,TCP
2026-04-22 09:28:01,msedge.exe,28320,185.199.109.215,443,27.0,MEDIUM,MEDIUM,Multiple connections: 9 in 60 seconds; Connection burst: 9 connections in 10 seconds; Multi-destination activity: 8 unique endpoints,1.0,TCP
2026-04-22 09:28:01,Code.exe,25076,150.171.73.16,443,20.0,SAFE,SAFE,Unknown process not in whitelist,1.0,TCP
2026-04-22 09:28:01,msedge.exe,28320,150.171.28.11,443,27.0,MEDIUM,MEDIUM,Multiple connections: 10 in 60 seconds; Connection burst: 10 connections in 10 seconds; Multi-destination activity: 9 unique endpoints,1.0,TCP
2026-04-22 09:28:01,msedge.exe,28320,23.206.173.41,443,37.0,MEDIUM,MEDIUM,Frequent connections: 11 in 60 seconds; Connection burst: 11 connections in 10 seconds; Multi-destination activity: 10 unique endpoints,1.0,TCP
2026-04-22 09:28:01,System Idle Process,0,40.126.17.131,443,39.0,MEDIUM,MEDIUM,Unknown process not in whitelist; Elevated connection rate: 4 in 60 seconds; Rapid connection rate: 4 in 10 seconds; Multiple destinations: 4 unique endpoints,1.0,TCP
2026-04-22 09:28:01,Creative Cloud UI Helper.exe,10128,18.155.93.43,443,39.0,MEDIUM,MEDIUM,Unknown process not in whitelist; Elevated connection rate: 4 in 60 seconds; Rapid connection rate: 4 in 10 seconds; Multiple destinations: 4 unique endpoints,1.0,TCP
2026-04-22 09:28:01,RiotClientServices.exe,11848,104.16.55.40,443,20.0,SAFE,SAFE,Unknown process not in whitelist,1.0,TCP
2026-04-22 09:28:01,RiotClientServices.exe,11848,104.18.157.37,443,34.0,MEDIUM,MEDIUM,Unknown process not in whitelist; Elevated connection rate: 4 in 60 seconds; Rapid connection rate: 4 in 10 seconds,1.0,TCP
2026-04-22 09:28:01,Creative Cloud UI Helper.exe,10128,8.8.8.8,443,39.0,MEDIUM,MEDIUM,Unknown process not in whitelist; Elevated connection rate: 5 in 60 seconds; Rapid connection rate: 5 in 10 seconds; Multiple destinations: 5 unique endpoints,1.0,TCP
2026-04-22 09:28:01,System Idle Process,0,40.126.17.131,443,39.0,MEDIUM,MEDIUM,Unknown process not in whitelist; Elevated connection rate: 5 in 60 seconds; Rapid connection rate: 5 in 10 seconds; Multiple destinations: 4 unique endpoints,1.0,TCP
2026-04-22 09:28:01,Creative Cloud UI Helper.exe,10128,54.205.137.114,443,52.0,HIGH,HIGH,Unknown process not in whitelist; Multiple connections: 6 in 60 seconds; Connection burst: 6 connections in 10 seconds; Multiple destinations: 5 unique endpoints,1.0,TCP
2026-04-22 09:28:01,msedge.exe,28320,140.82.114.21,443,37.0,MEDIUM,MEDIUM,Frequent connections: 12 in 60 seconds; Connection burst: 12 connections in 10 seconds; Multi-destination activity: 11 unique endpoints,1.0,TCP
2026-04-22 09:28:01,OneDrive.exe,13032,4.213.25.242,443,20.0,SAFE,SAFE,Unknown process not in whitelist,1.0,TCP
2026-04-22 09:28:01,msedge.exe,18608,40.104.68.34,443,37.0,MEDIUM,MEDIUM,Frequent connections: 13 in 60 seconds; Connection burst: 13 connections in 10 seconds; Multi-destination activity: 12 unique endpoints,1.0,TCP
2026-04-22 09:28:01,msedge.exe,28320,34.8.7.18,443,37.0,MEDIUM,MEDIUM,Frequent connections: 14 in 60 seconds; Connection burst: 14 connections in 10 seconds; Multi-destination activity: 13 unique endpoints,1.0,TCP
2026-04-22 09:28:01,msedge.exe,28320,150.171.27.12,443,37.0,MEDIUM,MEDIUM,Frequent connections: 15 in 60 seconds; Connection burst: 15 connections in 10 seconds; Multi-destination activity: 14 unique endpoints,1.0,TCP
2026-04-22 09:28:01,OneDrive.exe,13032,20.190.174.43,443,20.0,SAFE,SAFE,Unknown process not in whitelist,1.0,TCP
2026-04-22 09:28:01,System Idle Process,0,135.130.78.161,443,52.0,HIGH,HIGH,Unknown process not in whitelist; Multiple connections: 6 in 60 seconds; Connection burst: 6 connections in 10 seconds; Multiple destinations: 5 unique endpoints,1.0,TCP
2026-04-22 09:28:01,Creative Cloud UI Helper.exe,10128,54.205.137.114,443,52.0,HIGH,HIGH,Unknown process not in whitelist; Multiple connections: 7 in 60 seconds; Connection burst: 7 connections in 10 seconds; Multiple destinations: 5 unique endpoints,1.0,TCP
2026-04-22 09:28:01,msedge.exe,28320,49.44.50.8,443,37.0,MEDIUM,MEDIUM,Frequent connections: 16 in 60 seconds; Connection burst: 16 connections in 10 seconds; Multi-destination activity: 15 unique endpoints,1.0,TCP
2026-04-22 09:28:01,nvcontainer.exe,11732,23.55.244.170,443,20.0,SAFE,SAFE,Unknown process not in whitelist,1.0,TCP
2026-04-22 09:28:01,System Idle Process,0,23.222.31.124,80,52.0,HIGH,HIGH,Unknown process not in whitelist; Multiple connections: 7 in 60 seconds; Connection burst: 7 connections in 10 seconds; Multiple destinations: 6 unique endpoints,1.0,TCP
2026-04-22 09:28:01,System Idle Process,0,142.250.76.195,80,52.0,HIGH,HIGH,Unknown process not in whitelist; Multiple connections: 8 in 60 seconds; Connection burst: 8 connections in 10 seconds; Multiple destinations: 6 unique endpoints,1.0,TCP
2026-04-22 09:28:01,msedge.exe,28320,185.199.109.215,443,37.0,MEDIUM,MEDIUM,Frequent connections: 17 in 60 seconds; Connection burst: 17 connections in 10 seconds; Multi-destination activity: 15 unique endpoints,1.0,TCP
2026-04-22 09:28:01,msedge.exe,28320,140.82.113.21,443,37.0,MEDIUM,MEDIUM,Frequent connections: 18 in 60 seconds; Connection burst: 18 connections in 10 seconds; Multi-destination activity: 16 unique endpoints,1.0,TCP
2026-04-22 09:28:01,msedge.exe,28320,150.171.110.83,443,37.0,MEDIUM,MEDIUM,Frequent connections: 19 in 60 seconds; Connection burst: 19 connections in 10 seconds; Multi-destination activity: 17 unique endpoints,1.0,TCP
2026-04-22 09:28:01,System Idle Process,0,40.126.17.131,443,52.0,HIGH,HIGH,Unknown process not in whitelist; Multiple connections: 9 in 60 seconds; Connection burst: 9 connections in 10 seconds; Multiple destinations: 6 unique endpoints,1.0,TCP
2026-04-22 09:28:01,Code.exe,25076,23.206.173.99,443,20.0,SAFE,SAFE,Unknown process not in whitelist,1.0,TCP
2026-04-22 09:28:01,Creative Cloud UI Helper.exe,10128,8.8.4.4,443,52.0,HIGH,HIGH,Unknown process not in whitelist; Multiple connections: 8 in 60 seconds; Connection burst: 8 connections in 10 seconds; Multiple destinations: 6 unique endpoints,1.0,TCP
2026-04-22 09:28:01,RiotClientServices.exe,11848,104.16.55.40,443,34.0,MEDIUM,MEDIUM,Unknown process not in whitelist; Elevated connection rate: 5 in 60 seconds; Rapid connection rate: 5 in 10 seconds,1.0,TCP
2026-04-22 09:28:01,Code.exe,25076,20.50.73.11,443,20.0,SAFE,SAFE,Unknown process not in whitelist,1.0,TCP
2026-04-22 09:28:01,msedge.exe,28320,150.171.27.10,443,37.0,MEDIUM,MEDIUM,Frequent connections: 20 in 60 seconds; Connection burst: 20 connections in 10 seconds; Multi-destination activity: 18 unique endpoints,1.0,TCP
2026-04-22 09:28:01,msedge.exe,28320,23.206.173.89,443,42.0,MEDIUM,MEDIUM,Frequent connections: 21 in 60 seconds; High connection frequency baseline: 21; Connection burst: 21 connections in 10 seconds; Multi-destination activity: 19 unique endpoints,1.0,TCP
2026-04-22 09:28:01,msedge.exe,28320,185.199.109.133,443,42.0,MEDIUM,MEDIUM,Frequent connections: 22 in 60 seconds; High connection frequency baseline: 22; Connection burst: 22 connections in 10 seconds; Multi-destination activity: 20 unique endpoints,1.0,TCP
2026-04-22 09:28:01,msedge.exe,28320,142.251.220.110,443,42.0,MEDIUM,MEDIUM,Frequent connections: 23 in 60 seconds; High connection frequency baseline: 23; Connection burst: 23 connections in 10 seconds; Multi-destination activity: 21 unique endpoints,1.0,TCP
2026-04-22 09:28:01,svchost.exe,26928,49.44.198.161,80,0.0,SAFE,SAFE,,1.0,TCP
2026-04-22 09:28:01,svchost.exe,5472,4.213.25.241,443,0.0,SAFE,SAFE,,1.0,TCP
2026-04-22 09:28:01,msedge.exe,28320,18.161.216.23,443,42.0,MEDIUM,MEDIUM,Frequent connections: 24 in 60 seconds; High connection frequency baseline: 24; Connection burst: 24 connections in 10 seconds; Multi-destination activity: 22 unique endpoints,1.0,TCP
2026-04-22 09:28:01,StartMenuExperienceHost.exe,21416,52.110.16.163,443,20.0,SAFE,SAFE,Unknown process not in whitelist,1.0,TCP
2026-04-22 09:28:01,msedge.exe,28320,23.206.173.115,443,42.0,MEDIUM,MEDIUM,Frequent connections: 25 in 60 seconds; High connection frequency baseline: 25; Connection burst: 25 connections in 10 seconds; Multi-destination activity: 22 unique endpoints,1.0,TCP
2026-04-22 09:28:01,Creative Cloud UI Helper.exe,10128,162.159.140.165,443,57.0,HIGH,HIGH,Unknown process not in whitelist; Multiple connections: 9 in 60 seconds; Connection burst: 9 connections in 10 seconds; Multi-destination activity: 7 unique endpoints,1.0,TCP
2026-04-22 09:28:01,Creative Cloud UI Helper.exe,10128,142.251.220.110,443,57.0,HIGH,HIGH,Unknown process not in whitelist; Multiple connections: 10 in 60 seconds; Connection burst: 10 connections in 10 seconds; Multi-destination activity: 8 unique endpoints,1.0,TCP
2026-04-22 09:28:01,SystemSettings.exe,13904,20.99.186.246,443,20.0,SAFE,SAFE,Unknown process not in whitelist,1.0,TCP
2026-04-22 09:28:01,msedge.exe,18608,40.104.68.34,443,42.0,MEDIUM,MEDIUM,Frequent connections: 26 in 60 seconds; High connection frequency baseline: 26; Connection burst: 26 connections in 10 seconds; Multi-destination activity: 22 unique endpoints,1.0,TCP
2026-04-22 09:28:01,msedge.exe,28320,150.171.27.11,443,42.0,MEDIUM,MEDIUM,Frequent connections: 27 in 60 seconds; High connection frequency baseline: 27; Connection burst: 27 connections in 10 seconds; Multi-destination activity: 22 unique endpoints,1.0,TCP
2026-04-22 09:28:01,Creative Cloud UI Helper.exe,10128,49.44.153.37,443,67.0,HIGH,HIGH,Unknown process not in whitelist; Frequent connections: 11 in 60 seconds; Connection burst: 11 connections in 10 seconds; Multi-destination activity: 9 unique endpoints,1.0,TCP
2026-04-22 02:14:14,System Idle Process,0,216.239.36.223,443,35.0,MEDIUM,MEDIUM,Unknown process not in whitelist; Multiple connections: 8 in 60 seconds; High connection frequency baseline: 277,1.0,TCP
2026-04-22 02:14:12,System Idle Process,0,34.54.84.110,443,35.0,MEDIUM,MEDIUM,Unknown process not in whitelist; Multiple connections: 7 in 60 seconds; High connection frequency baseline: 276,1.0,TCP
2026-04-22 02:14:11,msedge.exe,29944,98.87.241.185,443,15.0,SAFE,SAFE,User is idle but process is active; High connection frequency baseline: 76,0.0,TCP
2026-04-22 02:14:07,language_server_windows_x64.exe,29652,216.239.34.223,443,45.0,MEDIUM,MEDIUM,Unknown process not in whitelist; User is idle but process is active; High connection frequency baseline: 42,0.0,TCP
2026-04-22 02:14:05,language_server_windows_x64.exe,29652,34.54.84.110,443,45.0,MEDIUM,MEDIUM,Unknown process not in whitelist; User is idle but process is active; High connection frequency baseline: 41,0.0,TCP
2026-04-22 02:13:37,msedge.exe,29944,16.146.208.119,443,15.0,SAFE,SAFE,User is idle but process is active; High connection frequency baseline: 74,0.0,TCP
2026-04-22 02:13:37,System Idle Process,0,142.251.221.206,443,55.0,HIGH,HIGH,Unknown process not in whitelist; Multiple connections: 8 in 60 seconds; User is idle but process is active; High connection frequency baseline: 273,0.0,TCP
2026-04-22 02:13:37,System Idle Process,0,18.161.229.66,443,55.0,HIGH,HIGH,Unknown process not in whitelist; Multiple connections: 9 in 60 seconds; User is idle but process is active; High connection frequency baseline: 274,0.0,TCP
2026-04-22 02:13:37,System Idle Process,0,34.8.7.18,443,55.0,HIGH,HIGH,Unknown process not in whitelist; Multiple connections: 10 in 60 seconds; User is idle but process is active; High connection frequency baseline: 275,0.0,TCP
2026-04-22 02:13:37,msedge.exe,29944,3.228.248.209,443,15.0,SAFE,SAFE,User is idle but process is active; High connection frequency baseline: 75,0.0,TCP
